Total expenses,Institutional grants (funded)_per_dollar,Institutional grants (unfunded)_per_dollar,Sales and services of educational activities - Total_per_dollar,Sales and services of auxiliary enterprises - Total_per_dollar,Instruction-Total amount_per_dollar,Research-Total amount_per_dollar,Public service-Total amount_per_dollar,Academic support-Total amount_per_dollar,Student service-Total amount_per_dollar,Institutional support-Total amount_per_dollar,Auxiliary enterprises-Total amount_per_dollar,Net grant aid to students-Total amount_per_dollar
67328014.0,0.0387267871389562,0.2494571675122731,0.0071994796499814,0.0502895570334214,0.52434233393547,0.0,0.0,0.1384581386880058,0.0731592399759977,0.2286457610349237,0.0353945238901596,0.0
5214830.833333333,0.0,0.0,0.0,0.0,0.5812612329866246,0.0,0.0,0.1153579446568816,0.1159507730915528,0.1664141869734668,0.0,0.0
311322929.6666667,0.0076215517947034,0.417120870727512,0.0,0.133127150461984,0.4573736451700635,0.0323878644086039,0.0024434060611847,0.1591977684384911,0.0926304540568539,0.1555528645186878,0.1004139968107649,0.0
53275666.66666666,0.0110575465972582,0.0001944540033911,0.0,0.0090357073585814,0.2439950696690797,0.2630353444662041,0.0317574627566055,0.126514919256446,0.0346089834633697,0.277595775432186,0.0015169527051124,0.0
69917825.33333333,0.0178736394337512,0.3074550693024033,0.0,0.1353016528794021,0.420931553477569,0.0,0.0,0.0728360158379449,0.2159636081549371,0.1826952298039628,0.1075735927255861,0.0
14676568.666666666,7.68004219696584e-05,0.3290639846652621,0.0,0.0076034234705087,0.2737698725492284,0.0,0.0,0.1649976836093341,0.2913223972015621,0.0974790633396462,0.0826362320020942,0.0
117398500.0,0.1535816045349813,0.0422861734462819,0.0,0.1502049287966484,0.339971691858641,0.078670795055587,0.0,0.0730460781015089,0.1614841756921936,0.1748545907031748,0.1719726685888945,0.0
11513412.0,0.0,0.0040699490298792,0.0308935642477949,0.0,0.1926313705557773,0.0,0.0,0.0377393773453082,0.0274984224195804,0.733445307090548,0.0,0.0
16535764.333333334,0.0502258206268179,0.0,0.0003148629779093,0.0851619135920196,0.1692839095251579,0.0,0.0,0.0890328061238898,0.1587891320737859,0.3388299478465797,0.0913684707609423,0.0
1185700.6666666667,0.0834758182363058,0.0,0.0870018627523191,0.0,0.4304884987835602,0.0,0.0,0.0949184195448991,0.0446450509431554,0.1055650076944658,0.0,0.0
59430301.833333336,0.0086085462166212,0.4022602263355491,0.0,0.1177788033613413,0.4611931369656989,0.0,0.0,0.0773400861997417,0.1613527084812522,0.2260629328622709,0.0429247104810963,0.0
61931530.5,0.0232106864101046,0.2269714212859635,0.0,0.119765326968627,0.321924109938367,0.0,0.0406175978486435,0.1856209038248565,0.1657863275314987,0.2182575158545452,0.0668702619365537,0.0
55065369.833333336,0.024978508952113,0.1791268062520564,0.0,0.0003274774458293,0.3282039429627124,0.0,0.0,0.2190779135751983,0.2216551927937503,0.180738566364361,0.0035265116216311,0.0
32454780.83333333,0.0458199211893204,0.3514384591052931,0.0851160166772553,0.1302573013318505,0.2537914278011994,0.0,0.114132388867105,0.08388499619355,0.199252000289531,0.2331476895661263,0.1157914972824881,0.0
24906570.8,0.0282510107734301,0.0,0.0200553582430544,0.0,0.387372749041791,0.0,0.0,0.1788361166122475,0.0972679225676462,0.259271525247466,0.0,0.0
25131422.5,0.0940661038984164,0.0,0.0025589213397424,0.2410101470910901,0.142372528521482,0.0,0.0843514064248982,0.1580160255552585,0.014404198568545,0.3329640081721067,0.2678785691498362,0.0
10251944.833333334,0.0230830836340987,0.0863777570398878,0.0,0.1852883556126562,0.2263310072110057,0.0,0.0,0.0935913476839654,0.2067419598060328,0.2926524233962827,0.1806832293885571,0.0
148970021.16666666,0.0052524270355796,0.3334960547380916,0.0,0.067548956636999,0.4347738076835676,0.0,0.0,0.1183267156390628,0.1372908891768556,0.2556276012343588,0.0531156096913445,0.0
14417614.0,0.0082395510565525,0.3077782264573505,0.0,0.0146210045573421,0.4970315245412082,0.0,0.0,0.1571121037549393,0.115616425852433,0.2199399752737635,0.0102999705776559,0.0
1358719.0,0.0,0.130783480616669,0.0019967336881283,0.0264896568017375,0.2491199431228973,0.0,0.0,0.1566791956247024,0.0787624225465309,0.3199226624489685,0.097240857013113,0.0
78619166.0,0.0067486342961206,0.1965537809614176,0.0258210023070795,0.0892633101704487,0.2652408319874571,0.0011489034789981,0.0004839362791849,0.0871676422175902,0.0983728785251508,0.228030369846457,0.0744372031793536,0.2036291019249258
40040717.16666666,0.0579060557369387,0.233039765359181,0.0,0.2146338429511063,0.3430522637616926,0.0,0.0,0.0770317329855684,0.1958856189817746,0.2110905331228603,0.1729398469856744,0.0
369179666.6666667,0.0348321819818534,0.2667111496750904,0.0,0.1196567344355368,0.4014188213688185,0.0171677927368697,0.004490586787463,0.1430599735088335,0.1704237954600244,0.1717600915182219,0.0914947464603955,0.0
26851929.5,0.0042382553303416,0.6260935550273957,0.0,0.2582887696518544,0.2256938432177347,0.0,0.0,0.0958761393043778,0.2689718256559552,0.1672794500670799,0.2312984249418649,0.0
64567048.66666666,0.0675939831558869,0.2286890187010045,0.0449759084027308,0.1690075080918726,0.325103582505392,0.0369259586104875,0.0422439008182223,0.1042537197998818,0.1503358013173551,0.1861578790039786,0.1549791579446824,0.0
86837827.5,0.0453111519861548,0.3151758201228606,0.0021122054594621,0.0956575942283524,0.3593197292581584,0.0,0.0135331959258576,0.1076679668584907,0.1783229280657288,0.1927508780663588,0.1484053018254055,0.0
225138326.0,0.034554494288991,0.0,0.0034513766734974,0.0,0.3488593918922538,0.0096440517491751,0.0,0.1307405985598382,0.1731432042657484,0.3376127535329843,0.0,0.0
9072375.5,0.0,0.0011044516400362,0.000315628470184,0.7154129588220858,0.1250267363823289,0.0,0.0,0.0904672651611477,0.0959811462830214,0.3934513072127581,0.2950735449607437,0.0
37126166.0,0.0133924547985913,0.2735590984536351,0.0,0.1607480018270672,0.3044784326324817,0.0,0.0,0.1467833091087294,0.2136016774081474,0.1994188366591189,0.1357177397023256,0.0
120230509.16666669,0.0869644103298212,0.2868645535345989,0.0,0.2159929858624139,0.3513251000884682,0.0277070078947169,0.0424969824110991,0.0863836342815122,0.1291047833109969,0.1714718555455949,0.1901432436613027,0.0
44033666.333333336,0.0258623782247097,0.3019354077708375,0.0140193943574946,0.0482854372660724,0.503252814159263,0.0,0.0,0.1091542048065813,0.1332262521345504,0.1933228226381542,0.0610439062614507,0.0
23451653.83333333,0.0293438864293884,0.3229190879452048,0.0049732739886439,0.1563965392831605,0.278577183216851,0.0,0.0,0.0834928180580413,0.2713594904035304,0.2725175110784475,0.0940529972431297,0.0
18445624.166666668,0.0116094562445682,0.0319674191923296,0.0,0.0,0.3226503539751004,0.0,0.0,0.079133510843064,0.1687819364927065,0.4294341986891289,0.0,0.0
48531079.5,0.0065551224070065,0.2821903779549488,0.0449070270526333,0.1459190015887997,0.2902594408599545,0.0,0.0,0.0541418068669445,0.0977273405454196,0.1626482743565045,0.1274602151253061,0.0
327328827.3333333,0.0272465038882276,0.2220992085917533,0.0428503648179547,0.0839095389909858,0.4543382823267826,0.0429519094948193,0.0,0.0868009138235774,0.0914999820740913,0.2367050914250772,0.0835218289695356,0.0
350414333.3333333,0.0628926898918708,0.2557453414671964,0.0042868299717572,0.1184664249845183,0.2783766455519799,0.0083976777966654,0.0497672755014777,0.1964350773322628,0.1710028033480365,0.2113031906038851,0.0847173298656923,0.0
60179096.5,0.0226843718067452,0.2325685990760374,0.0,0.0,0.4301423390983168,0.008670557779699,0.0106025076885847,0.0479053940820353,0.3000871047197149,0.202592096631649,0.0,0.0
99934842.83333331,0.0177952582193901,0.2571801729806093,0.0048423484703967,0.1793986394038074,0.3380393034990464,0.0045643606747587,0.0,0.0900554359037975,0.248965030226353,0.2024054716705188,0.1077255375747267,0.0
170776666.66666666,0.1101458044619678,0.1448597583588702,0.0179210665001073,0.1331866180001171,0.3807487361661429,0.0183641403001971,0.0080368122108797,0.1013165342650245,0.1295932309253801,0.1871127983916616,0.174827747740714,0.0
131546208.5,0.0190603390392155,0.4773468176393696,0.0032529367807662,0.1756459391479408,0.407883019043203,0.0,0.0108111629838422,0.0847761580803498,0.1862321963717664,0.1796540224874668,0.1306409070695488,0.0
323399833.3333333,0.0273752975547812,0.3252094028083915,0.0,0.1433880351412261,0.4074007459290589,0.0132792276227724,0.0217243979202215,0.0950381854453645,0.1270398510821743,0.1885524575100275,0.1461122171264776,0.0
20206794.666666668,0.0003299220275476,0.3302776092609377,0.0,0.0708842095094613,0.290943488579683,0.0,0.0434458811742268,0.0318885558362678,0.1069202976345382,0.4588249721413839,0.0679768046339,0.0
25973333.33333333,0.080493454825462,0.290027592402464,0.0135138603696098,0.1054735626283367,0.4643480492813142,0.0,0.0165939425051334,0.0430120636550308,0.0611524640657084,0.2620059034907597,0.0901822381930184,0.0006545174537987
367077500.0,0.0307823279825105,0.2728224966117509,0.0,0.1082986562783063,0.4850310901648834,0.0072668578161287,0.0070698058765973,0.0977640961377365,0.1390410290288381,0.1741189984857875,0.0897081224900282,0.0
32426742.5,0.0054965074994299,0.3753587901508557,0.0,0.1584392316516735,0.2927008934061137,0.0012731621130306,0.0,0.1671934001182305,0.1978867134125483,0.1411561100635789,0.1555578804541755,0.0
369992333.3333333,0.0463302392752282,0.2188815624107526,0.0,0.1068850976191398,0.3892684262827068,0.014425524132482,0.0306569415402301,0.1367726538477824,0.1578712892249118,0.179864988193449,0.0898059148973357,0.0007072218613538
69370315.5,0.0569206771638992,0.1902605036684122,0.0,0.19420957032647,0.438438732005863,0.0009686347757781,0.0581932531838252,0.0294464880539092,0.2040733426773396,0.1553413217502232,0.1135382275530614,0.0
767608.5,0.070230462533961,0.0,0.0,0.003486369245086,0.1778330576936897,0.1210771289444206,0.0,0.0538686061970392,0.01501221000028,0.409068120880197,0.0029652702734097,0.0
20965754.166666668,0.0223234675753972,0.3400897614582192,0.0,0.1509565539517717,0.3534129724644216,0.0,0.0115311616304445,0.059078699967268,0.2945340347682063,0.1981981966226272,0.0832449106986174,0.0
134576811.16666666,0.0569420288698647,0.3332997449150685,0.0,0.1632711087161577,0.4062231166925393,0.0,0.0,0.0880938518596963,0.1809639091772852,0.2153764759475334,0.109342640130695,0.0
44298511.0,0.0,0.5058498467363836,0.0,0.2001078885021666,0.3233647740439853,0.0,0.0,0.0382273834591566,0.1956301683970069,0.313270823030598,0.129506851069253,0.0
20011833.33333333,8.328405693298133e-05,0.1678631809512705,0.0112100340631792,0.0420501203454622,0.376652147479408,0.0,0.0,0.2064395232820581,0.0270290078370297,0.3465782745209085,0.0433010468805956,0.0
4781580000.0,0.0158316206846551,0.0974687598032449,0.0353240978923284,0.0687258883744146,0.4380808137686706,0.0858638079184425,0.0138547365445452,0.0194759877836754,0.0566968798319105,0.1166349497097891,0.0542330847404693,0.0
20427679.666666668,0.100870405594605,0.0645188548825067,0.0,0.1525785299257107,0.3140211600798713,0.0,0.0,0.069101648173812,0.089672209304111,0.2694865458614087,0.2484625721645429,0.0
1697032.0,0.0483365467867822,0.0593541154989024,0.0,0.0053695707171893,0.3633903190982845,0.0,0.0,0.0455333193481325,0.112053377111726,0.1817588000697688,0.0188745213211457,0.0
62137147.5,0.0384037208445506,0.3720199445374712,0.0,0.272502555737693,0.3793269959809468,0.0052558254303514,0.002137341971376,0.071236241305305,0.1617170845078354,0.1670048312619007,0.2133216795422845,0.0
73446481.16666667,0.1817315404992388,0.3577952510350241,0.0246663848000505,0.1441424058965638,0.3974415071080998,0.0144367819463971,0.0,0.0789760277305955,0.1973888075105354,0.1876587361899187,0.1240981395144532,0.0
41588664.0,0.0080451931164062,0.2742961920264297,0.0,0.048428926049015,0.4595990307999956,0.0,0.0,0.116919144120619,0.1114091490572206,0.1821166139567904,0.0429126392070044,0.0
4669319.333333333,0.0004971816734459,0.2339252801871622,0.0,0.0,0.5687920751904025,0.0,0.0244605245104247,0.0241097239155057,0.2103480036133746,0.1591436096538839,0.0,0.0010908085246971
149745884.5,0.0817411357082515,0.1650120274257019,0.0,0.1280757235101175,0.3926994979729587,0.0104741988195786,0.0159091372780487,0.1121800123105664,0.184999415904927,0.1888429639391302,0.09489477377479,0.0
446053610.6666667,0.0363402035369093,0.3399161043446233,0.0357398915409295,0.081102126818191,0.3902179334598847,0.0375704009546141,0.0275626442786213,0.1786193025413555,0.1269802167546927,0.1461726306154505,0.0928768713953809,0.0
23956992.5,0.0102379851449773,0.2482811507607504,0.0,0.0479247969042858,0.3996717311935822,0.0,0.0,0.204949751796544,0.1214340378214558,0.2083117486470808,0.0582959373274142,0.0
132568601.16666669,0.0485048089070694,0.2516047443094453,0.0242633120137508,0.0780845759018449,0.3776670158649067,0.0,0.0,0.1324283943973173,0.1941346425436308,0.2291236705576513,0.0666462728648615,0.0
37841474.0,1.4974751423971134e-05,0.0,0.0,0.1439818561683582,0.0057970918363275,0.0,0.0,0.0,0.0,0.0114740553358642,0.1219903282132544,0.0
28090657.666666668,0.3171560608887133,0.0,0.0,0.0949721208022505,0.3379766663348442,0.0,0.0,0.0640132277429887,0.1736213355299038,0.3524115366327071,0.0521029690381166,0.0198742647214394
2016319.6,0.0,0.1647931541540669,0.0,0.0,0.5595271206013174,0.0,0.011749873383168,0.0190481542046541,0.1398324948088586,0.2560934949664395,0.0,0.0018598242064402
99134500.0,0.0017389455739424,0.4294703996422369,0.0,0.1512372920964279,0.4020127537167518,0.0027941836595736,0.0,0.0543907519581982,0.1703224743488224,0.2504946982802825,0.0911337627163096,0.0
111938166.66666669,0.0348224138624151,0.2979316691208986,0.0,0.2205086439090628,0.3391515256190545,0.0139258429877208,0.0064068109030431,0.127174377520923,0.1393164976497441,0.2211816345035726,0.1528433108159415,0.0
201469034.0,0.37093420024042,0.0,0.0264053846276611,0.2139257473516583,0.3288392771069722,0.0152464919249079,0.0085458451479281,0.0974771595255014,0.1430901807967173,0.191146608995339,0.182173610527826,0.0
179994833.33333334,0.0117760944990087,0.4698057573874805,0.0303480933249009,0.2465214270039232,0.4875954772775885,0.0171347510900775,0.0,0.0200616869558292,0.1233655780860376,0.1555211306991219,0.196321375891345,0.0
20546231.5,0.0239988697359578,0.4019425898126379,0.0,0.2075750566066904,0.1628664523386361,0.0,0.0,0.0775239245211463,0.263884466274671,0.2289300189510016,0.2638652332261839,0.0
184286587.5,0.0039576085083602,0.4564351732868242,0.0,0.1742290243088544,0.3439852335066616,0.0135419115439785,0.0,0.106759822297612,0.153447935180488,0.1947247454095558,0.1677334068962922,0.0
319265813.6666667,0.0061743937150485,0.4207436324733299,0.0133844129784013,0.1372054281777935,0.5016818018414396,0.0081182885515769,0.0,0.0584556536730191,0.156906627713573,0.0477136647517938,0.1979589267873185,0.0121031535518583
205611817.16666663,0.0048256735127034,0.3565204625726672,0.0379924507305981,0.1901640003257821,0.3574391467997523,0.0,0.0300809039994031,0.07255610210335,0.2081837160748858,0.1659077858627261,0.1633413793824397,0.002122031891677
64706666.66666666,0.0114465279208736,0.1860524417885844,0.2050870595507933,0.0533922316093138,0.3948588501957552,0.0,0.1670281269317947,0.0785338965588296,0.0811379559035648,0.1428472079126313,0.1156835977745724,0.0
7948783.0,0.0453673222680755,0.0758123602065876,0.0,0.0,0.5184678375712777,0.0,0.0,0.0088892014454707,0.0874557358864453,0.3847394416646338,0.0,0.0
152238246.66666666,0.0587597621657667,0.2622014268687715,0.0,0.1459293037049778,0.3712072211639151,0.0132215165641468,0.0107260015299703,0.062624209369726,0.1652922938287474,0.1997287705231497,0.1044078104420277,0.0
210269500.0,0.0044878913331066,0.2820990839533709,0.004330157250576,0.2059285821291247,0.4571506249519466,0.0436376491439161,0.0,0.0677741343054191,0.0803389618243888,0.1293657266825034,0.2217329030918258,0.0
3602660221.1666665,0.0615712120717748,0.0417237764888789,0.2665590093281166,0.0,0.3635990117720477,0.1475699358332776,0.0188698000440311,0.2528759067574918,0.0888995700413153,0.0705261664257232,0.0,0.0277563092348143
1002152698.5,0.0024311943715232,0.1499053920540499,0.021271734701948,0.1255834837894882,0.4430731773690208,0.1503376325705385,0.0506806960749139,0.0798806937836463,0.0396786662945856,0.1070664124611611,0.1162175283676758,0.0069861961593404
15439807.166666666,1.1200385458181945,0.0,0.0013769817915364,0.0784620874420894,0.3197764030796455,0.0,0.0,0.1544960465449681,0.2384829870986191,0.1868710622821573,0.0917743003331766,0.0
31441372.83333333,0.0054213334630845,0.499279778586004,0.0,0.1659225577602403,0.3549167650053364,0.0,0.0,0.0388091090403352,0.1738525868121418,0.2079615353097628,0.2244600038324238,0.0
561945333.3333334,0.01954935118244,0.2331988402193333,0.0,0.1530747949385349,0.3422539321737108,0.1021760123760555,0.0498627980420396,0.1147003623128228,0.0864903229021091,0.1675050242135059,0.137011547979756,0.0
226572833.3333333,0.0166479432294398,0.3688628814722565,0.0068157568169764,0.1426039448683535,0.4484137462787904,0.0769230350505393,0.0111588834201217,0.0802690253391661,0.128749191761001,0.1223801845911211,0.1320307281617316,0.0
148011525.16666666,0.0166191968084701,0.045999260253552,0.006519343672146,0.1501906488360837,0.3655536988695602,0.051113050091749,0.0204291917803594,0.1030184832982674,0.0941423535609334,0.1847020277816181,0.1810411946175124,0.0
1394575000.0,0.0069315024290554,0.2133142116176374,0.0,0.0773258280599226,0.3776449216905987,0.1413962437779729,0.0,0.1378102050206454,0.0765096893318753,0.0919125898571249,0.0662110917902108,0.0133999008060998
1383014500.0,0.0215591858701891,0.1170245624081791,0.0332774288821025,0.0849581355317195,0.3647838351176602,0.1483679310665217,0.0096840392249442,0.1324577580350748,0.0940591488134554,0.095137951674886,0.0429599014809075,0.0001017101893484
815247166.6666666,0.0095104126907933,0.1249541539856113,0.0023399856444354,0.0504053678608307,0.2463946005740999,0.0505474515601914,0.0146759173036071,0.0527108036560691,0.0405136847046182,0.2027610031558936,0.0699863415655333,0.0
37841474.0,8.808677308218315e-05,4.404338654109157e-05,0.0001022775522257,0.1439818561683582,0.0025508387966071,0.0,0.0,0.0016779164927173,0.0015634873701449,0.0007034125221091,0.1219903282132544,0.0
32858006.5,0.0548075956261477,0.2875993405138562,0.0,0.107209953024184,0.3347928304780145,0.0,0.0007046887237869,0.1133939810580616,0.1515508353598181,0.2756520646903315,0.1239055946176568,0.0
6786858.0,0.0338671444135121,0.0162210554574738,0.0064918847572764,0.0933975879069028,0.3819742017096374,0.0,0.0,0.0438102088870382,0.1161107245797687,0.2932034479970948,0.1649014168264607,0.0
145448104.83333334,0.3530175033368058,0.0,0.0091264452581746,0.0898588195080057,0.523768615529881,0.0,0.0,0.0563289028485783,0.0979455628956063,0.2315452261954475,0.0904116925304867,0.0
91175951.83333331,0.0496597045853708,0.1058449328573045,0.0,0.2480067409441595,0.2840924569015239,0.0074112141021044,0.0,0.0177758349002959,0.0863627891090602,0.2891801471386157,0.263452498716351,0.0323261610187266
86008176.0,0.0105293168097569,0.2565720263617728,0.0,0.147309001181469,0.3244742685858144,0.0,0.0,0.0293896807360887,0.2668152192104775,0.1964427467143743,0.1828780828154446,0.0
12703836.833333334,0.0132387563069692,0.0004821378045354,0.0,0.0,0.3117520492922997,0.0057113191564527,0.0723554108410371,0.1861427271427617,0.1074595298446646,0.2233386813676671,0.0,0.0
4757332.5,0.0106508566863187,0.0690327685385314,0.0,0.1437760551737764,0.2991569330081511,0.0,0.0,0.0674785011698607,0.2065742023847747,0.2437139230160319,0.1807281356376358,0.0
75690055.16666667,0.0216798142070319,0.4789744956609018,0.0,0.2322695096639633,0.3968374788540857,0.0058960916201912,0.0,0.0510323008506372,0.1869521647924284,0.1872343595046175,0.1720476043780396,0.0
